fecha,anio,work_center_id,work_center_name,linea,min_disp_dia_base,unidades_paralelas,eficiencia,min_disp_total
2024-09-01,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-02,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-02,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-02,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-02,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-02,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-03,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-03,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-03,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-03,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-03,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-04,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-04,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-04,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-04,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-04,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-05,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-05,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-05,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-05,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-05,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-06,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-06,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-06,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-06,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-06,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-07,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-07,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-07,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-07,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-07,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-08,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-08,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-08,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-08,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-08,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-09,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-09,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-09,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-09,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-09,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-10,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-10,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-10,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-10,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-10,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-11,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-11,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-11,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-11,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-11,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-12,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-12,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-12,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-12,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-12,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-13,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-13,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-13,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-13,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-13,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-14,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-14,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-14,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-14,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-14,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-15,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-15,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-15,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-15,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-15,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-16,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-16,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-16,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-16,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-16,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-17,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-17,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-17,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-17,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-17,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-18,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-18,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-18,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-18,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-18,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-19,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-19,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-19,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-19,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-19,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-20,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-20,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-20,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-20,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-20,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-21,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-21,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-21,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-21,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-21,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-22,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-22,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-22,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-22,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-22,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-23,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-23,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-23,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-23,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-23,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-24,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-24,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-24,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-24,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-24,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-25,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-25,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-25,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-25,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-25,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-26,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-26,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-26,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-26,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-26,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-27,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-27,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-27,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-27,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-27,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-28,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-28,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-28,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-28,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-28,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-29,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-29,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-29,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-29,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-29,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-09-30,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-09-30,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-09-30,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-09-30,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-09-30,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-01,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-01,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-01,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-01,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-01,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-02,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-02,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-02,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-02,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-02,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-03,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-03,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-03,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-03,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-03,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-04,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-04,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-04,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-04,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-04,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-05,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-05,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-05,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-05,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-05,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-06,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-06,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-06,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-06,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-06,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-07,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-07,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-07,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-07,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-07,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-08,2024,WC_SARTEN,Sartén,Caliente,480,2,0.861,826.2
2024-10-08,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.882,423.5
2024-10-08,2024,WC_HORNO,Horno,Caliente,480,1,0.904,433.7
2024-10-08,2024,WC_TABLA,Tabla,Fria,480,2,0.973,934.0
2024-10-08,2024,WC_EMPLATE,Emplatado,General,480,2,0.959,920.2
2024-10-09,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-09,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-09,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-09,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-09,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-10,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-10,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-10,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-10,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-10,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-11,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-11,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-11,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-11,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-11,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-12,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-12,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-12,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-12,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-12,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-13,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-13,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-13,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-13,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-13,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-14,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-14,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-14,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-14,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-14,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-15,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-15,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-15,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-15,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-15,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-16,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-16,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-16,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-16,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-16,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-17,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-17,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-17,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-17,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-17,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-18,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-18,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-18,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-18,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-18,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-19,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-19,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-19,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-19,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-19,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-20,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-20,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-20,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-20,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-20,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-21,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-21,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-21,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-21,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-21,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-22,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-22,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-22,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-22,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-22,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-23,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-23,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-23,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-23,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-23,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-24,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-24,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-24,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-24,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-24,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-25,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-25,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-25,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-25,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-25,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-26,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-26,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-26,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-26,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-26,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-27,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-27,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-27,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-27,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-27,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-28,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-28,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-28,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-28,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-28,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-29,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-29,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-29,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-29,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-29,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-30,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-30,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-30,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-30,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-30,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-10-31,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-10-31,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-10-31,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-10-31,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-10-31,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-11-01,2024,WC_SARTEN,Sartén,Caliente,480,2,0.926,888.8
2024-11-01,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.859,412.4
2024-11-01,2024,WC_HORNO,Horno,Caliente,480,1,0.884,424.2
2024-11-01,2024,WC_TABLA,Tabla,Fria,480,2,0.959,920.9
2024-11-01,2024,WC_EMPLATE,Emplatado,General,480,2,0.962,923.3
2024-11-02,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-11-02,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-11-02,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-11-02,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-11-02,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-11-03,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-11-03,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-11-03,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-11-03,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-11-03,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-11-04,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-11-04,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-11-04,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-11-04,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-11-04,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-11-05,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-11-05,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-11-05,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-11-05,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-11-05,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-11-06,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-11-06,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-11-06,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-11-06,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-11-06,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-11-07,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-11-07,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-11-07,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-11-07,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-11-07,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-11-08,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-11-08,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-11-08,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-11-08,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-11-08,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
2024-11-09,2024,WC_SARTEN,Sartén,Caliente,480,2,0.9,864.0
2024-11-09,2024,WC_PLANCHA,Plancha,Caliente,480,1,0.9,432.0
2024-11-09,2024,WC_HORNO,Horno,Caliente,480,1,0.92,441.6
2024-11-09,2024,WC_TABLA,Tabla,Fria,480,2,0.93,892.8
2024-11-09,2024,WC_EMPLATE,Emplatado,General,480,2,0.95,912.0
